problem,mixer,N,p,mean_q,std_q,n_inst,reps,mean_se_binom_sq,se_inst,se_binom,se_total
MaxCut,X,8,8,0.00129899999999998,0.0004931857887472393,10,100000.0,1.2970936899999799e-08,0.00015595904020679165,0.00011389002107296231,0.00019311695710688757
MaxCut,X,8,9,0.00040999999999996004,0.0002112923198898657,10,100000.0,4.097917199999601e-09,6.681649829528732e-05,6.401497637271766e-05,9.253303001871133e-05
MaxCut,X,8,10,0.00013299999999997,7.08754776585682e-05,10,100000.0,1.3297778999997002e-09,2.2412793965345328e-05,3.64661198923014e-05,4.280316849641764e-05
MaxCut,X,8,11,4.3e-05,3.233505150074074e-05,10,100000.0,4.299721e-10,1.0225241100118646e-05,2.0735768613678153e-05,2.311985414217736e-05
MaxCut,X,8,12,1.7e-05,1.5670212364724212e-05,10,100000.0,1.6999489999999998e-10,4.955356249106169e-06,1.3038209232866297e-05,1.3948134482989312e-05
NumberPartitioning,Grover,4,2,0.47977299999999995,0.026648511340535815,10,100000.0,2.4895173963e-06,0.00842699920889201,0.0015778204575616326,0.008573437645598559
NumberPartitioning,Grover,4,3,0.20543699999999995,0.025302681039324246,10,100000.0,1.6265643592999998e-06,0.00800141029930211,0.0012753683229953612,0.008102415142232462
NumberPartitioning,Grover,4,4,0.08130499999999995,0.014903439759554419,10,100000.0,7.449459570999994e-07,0.004712881461130414,0.0008631025183024317,0.0047912626335619235
NumberPartitioning,Grover,4,5,0.03020499999999996,0.007453885265789606,10,100000.0,2.9242653609999966e-07,0.002357125485746471,0.0005407647696549764,0.002418360413928316
NumberPartitioning,Grover,4,6,0.010685999999999909,0.003230714403279187,10,100000.0,1.0562415639999912e-07,0.0010216415983873989,0.0003249987021512534,0.0010720894141607585
NumberPartitioning,Grover,4,7,0.00352899999999995,0.001279335330899947,10,100000.0,3.51507312999995e-08,0.00040456135367690233,0.00018748528288908305,0.0004458930591396183
NumberPartitioning,Grover,4,8,0.00117499999999995,0.0004996721147134593,10,100000.0,1.1733946699999501e-08,0.0001580101965767464,0.00010832334328296695,0.0001915754914445518
NumberPartitioning,Grover,4,9,0.00033499999999999,0.00016001736016931796,10,100000.0,3.3486472999999003e-09,5.060193233025516e-05,5.786749778588928e-05,7.687133962378712e-05
NumberPartitioning,Grover,4,10,0.00010300000000000001,6.717307661721491e-05,10,100000.0,1.0298533000000001e-09,2.1241991955139762e-05,3.209132748890267e-05,3.848474401918535e-05
NumberPartitioning,Grover,4,11,2.1000000000000002e-05,1.449137674618944e-05,10,100000.0,2.0999369999999995e-10,4.58257569495584e-06,1.449115937390794e-05,1.519847689737363e-05
NumberPartitioning,Grover,4,12,1e-05,8.164965809277262e-06,10,100000.0,9.99984e-11,2.5819888974716113e-06,9.999919999679998e-06,1.0327878129929045e-05
NumberPartitioning,Grover,6,2,0.417336,0.022431524047890984,10,100000.0,2.4271380716e-06,0.007093470738017543,0.0015579274924077823,0.007262538480635483
NumberPartitioning,Grover,6,3,0.16396999999999998,0.017424834767270157,10,100000.0,1.3681057671999997e-06,0.00551021657166637,0.0011696605350271503,0.005632991428527713
NumberPartitioning,Grover,6,4,0.06192899999999998,0.00975107680663469,10,100000.0,5.800822380999999e-07,0.00308356123482069,0.0007616313006304296,0.0031762292308630527
NumberPartitioning,Grover,6,5,0.02278899999999997,0.00480565280569547,10,100000.0,2.224887660999997e-07,0.0015196808509976277,0.00047168714854233597,0.0015912003817837883
